codigo_x,prediction,actual,,,
7729,0,0,TP,-,
4385,1,1,TP,-,
7312,0,1,FP,-,
4458,0,0,TP,-,
7693,1,0,FP,FN,
7996,1,1,TP,-,
7170,1,1,TP,-,
7904,1,0,FP,FN,
5704,1,0,FP,FN,
7943,1,1,TP,-,
7869,1,1,TP,-,
7596,0,0,TP,-,
7080,1,1,TP,-,
5704,1,1,TP,-,
7684,0,0,TP,-,
7655,1,1,TP,-,
5000,1,1,TP,-,
4514,1,1,TP,-,
7168,1,1,TP,-,
7057,1,0,FP,FN,
7080,1,1,TP,-,
7843,0,0,TP,-,
7754,1,1,TP,-,
6334,1,0,FP,FN,
6600,1,1,TP,-,
7913,1,0,FP,FN,
8066,1,1,TP,-,
5933,1,1,TP,-,
5506,0,0,TP,-,
7821,0,0,TP,-,
4775,1,1,TP,-,
5139,1,1,TP,-,
7814,1,1,TP,-,
5933,1,1,TP,-,
6955,1,0,FP,FN,
7080,1,1,TP,-,
5644,1,1,TP,-,
5588,1,1,TP,-,
6349,1,0,FP,FN,
7614,1,1,TP,-,
5000,1,1,TP,-,
7685,1,1,TP,-,
1123,1,1,TP,-,
7717,1,1,TP,-,
7634,1,0,FP,FN,
3318,1,1,TP,-,
6028,1,1,TP,-,
5558,1,1,TP,-,
7407,1,1,TP,-,
7330,1,1,TP,-,
7586,0,0,TP,-,
7295,1,1,TP,-,
7655,1,0,FP,FN,
8095,1,0,FP,FN,
854,1,1,TP,-,
3326,1,1,TP,-,
7614,1,1,TP,-,
7994,1,1,TP,-,
7618,1,1,TP,-,
2451,0,0,TP,-,
6832,1,1,TP,-,
5704,1,1,TP,-,
5280,1,1,TP,-,
7685,1,1,TP,-,
7679,0,0,TP,-,
8109,0,0,TP,-,
7012,0,0,TP,-,
7627,0,0,TP,-,
6877,1,1,TP,-,
7959,0,0,TP,-,
8097,0,0,TP,-,
6203,0,1,FP,-,
7430,1,0,FP,FN,
7649,1,0,FP,FN,
6206,1,1,TP,-,
7637,0,0,TP,-,
7338,1,1,TP,-,
8076,1,1,TP,-,
5933,1,1,TP,-,
849,1,1,TP,-,
5396,1,1,TP,-,
5679,1,0,FP,FN,
8017,0,0,TP,-,
7812,0,0,TP,-,
7642,0,0,TP,-,
7632,1,1,TP,-,
7712,1,0,FP,FN,
7640,0,0,TP,-,
5905,1,0,FP,FN,
366,1,1,TP,-,
6006,1,0,FP,FN,
7704,1,0,FP,FN,
7673,1,0,FP,FN,
7168,1,1,TP,-,
4775,1,1,TP,-,
449,1,1,TP,-,
7679,1,0,FP,FN,
5027,1,1,TP,-,
4314,1,1,TP,-,
5704,1,1,TP,-,
7664,1,1,TP,-,
8081,1,1,TP,-,
6985,0,0,TP,-,
7571,0,0,TP,-,
236,1,0,FP,FN,
7633,1,1,TP,-,
5549,1,1,TP,-,
6765,1,1,TP,-,
4807,1,1,TP,-,
7618,1,1,TP,-,
4514,1,1,TP,-,
5646,1,1,TP,-,
6885,1,1,TP,-,
449,1,1,TP,-,
849,1,1,TP,-,
7756,1,1,TP,-,
5646,1,1,TP,-,
6028,1,1,TP,-,
7170,1,1,TP,-,
7704,1,0,FP,FN,
5905,1,0,FP,FN,
3169,1,1,TP,-,
3827,1,1,TP,-,
6205,1,1,TP,-,
6203,1,1,TP,-,
7655,1,1,TP,-,
7551,1,1,TP,-,
7849,1,1,TP,-,
8008,0,0,TP,-,
6885,1,1,TP,-,
8075,1,0,FP,FN,
1123,1,1,TP,-,
7338,1,1,TP,-,
7694,1,1,TP,-,
5181,1,1,TP,-,
8033,1,0,FP,FN,
6028,1,1,TP,-,
7864,0,0,TP,-,
7226,1,1,TP,-,
7605,1,0,FP,FN,
7779,1,1,TP,-,
5201,1,1,TP,-,
7226,1,1,TP,-,
6321,0,0,TP,-,
7080,1,1,TP,-,
5646,1,1,TP,-,
7823,0,0,TP,-,
7717,1,1,TP,-,
7801,1,0,FP,FN,
7779,1,1,TP,-,
7647,1,0,FP,FN,
7376,0,0,TP,-,
7947,1,0,FP,FN,
7632,1,1,TP,-,
8012,1,1,TP,-,
214,1,1,TP,-,
8086,1,1,TP,-,
7619,1,0,FP,FN,
8025,1,0,FP,FN,
6360,1,1,TP,-,
5704,1,0,FP,FN,
5965,1,1,TP,-,
3890,1,1,TP,-,
3960,1,0,FP,FN,
7428,1,1,TP,-,
7742,1,0,FP,FN,
5588,1,1,TP,-,
6831,1,0,FP,FN,
7847,1,0,FP,FN,
236,1,0,FP,FN,
5745,0,0,TP,-,
4514,1,1,TP,-,
7893,1,0,FP,FN,
6203,0,1,FP,-,
5646,1,1,TP,-,
5618,1,1,TP,-,
4832,1,1,TP,-,
7489,1,0,FP,FN,
6877,1,0,FP,FN,
7959,0,0,TP,-,
7330,1,1,TP,-,
7655,1,0,FP,FN,
5000,1,1,TP,-,
7647,1,0,FP,FN,
4137,1,1,TP,-,
6885,1,1,TP,-,
7839,1,0,FP,FN,
4807,1,1,TP,-,
6210,1,1,TP,-,
7005,0,0,TP,-,
7719,1,1,TP,-,
5933,1,1,TP,-,
7614,1,1,TP,-,
8009,1,1,TP,-,
7057,1,0,FP,FN,
7685,1,1,TP,-,
2112,1,1,TP,-,
7731,1,1,TP,-,
6918,1,0,FP,FN,
7923,1,0,FP,FN,
5396,1,1,TP,-,
2233,0,0,TP,-,
7800,1,1,TP,-,
3979,1,1,TP,-,
7485,1,0,FP,FN,
3318,1,1,TP,-,
4807,1,1,TP,-,
7963,1,1,TP,-,
7610,0,0,TP,-,
3827,1,1,TP,-,
7631,0,0,TP,-,
6638,1,1,TP,-,
7783,1,1,TP,-,
7854,1,0,FP,FN,
90,1,0,FP,FN,
7573,0,0,TP,-,
7719,1,0,FP,FN,
6360,1,1,TP,-,
116,1,0,FP,FN,
7879,0,0,TP,-,
4775,1,1,TP,-,
6685,1,1,TP,-,
3318,1,1,TP,-,
5558,1,1,TP,-,
7717,0,1,FP,-,
7574,0,0,TP,-,
5027,1,1,TP,-,
7589,0,0,TP,-,
5558,1,1,TP,-,
6821,1,1,TP,-,
3890,1,1,TP,-,
4366,1,1,TP,-,
7844,1,0,FP,FN,
8031,1,1,TP,-,
6360,0,0,TP,-,
7847,1,0,FP,FN,
6006,1,0,FP,FN,
366,1,1,TP,-,
5412,1,1,TP,-,
7645,0,0,TP,-,
6877,1,1,TP,-,
6682,1,1,TP,-,
5201,1,1,TP,-,
5201,1,1,TP,-,
7715,1,1,TP,-,
7632,1,1,TP,-,
7696,0,0,TP,-,
7259,1,1,TP,-,
8117,1,1,TP,-,
7871,0,0,TP,-,
7397,0,0,TP,-,
1123,1,1,TP,-,
7061,1,1,TP,-,
6006,1,1,TP,-,
5549,1,1,TP,-,
6427,0,0,TP,-,
7848,1,1,TP,-,
6832,1,1,TP,-,
7719,1,1,TP,-,
5646,1,1,TP,-,
6985,0,0,TP,-,
7581,1,0,FP,FN,
6638,1,1,TP,-,
3979,1,1,TP,-,
5181,1,1,TP,-,
4746,0,0,TP,-,
3827,1,1,TP,-,
5000,1,1,TP,-,
7503,1,1,TP,-,
7080,1,1,TP,-,
7170,1,1,TP,-,
6885,1,1,TP,-,
7846,1,1,TP,-,
6765,1,1,TP,-,
7505,1,0,FP,FN,
4504,1,1,TP,-,
6083,1,1,TP,-,
5965,1,1,TP,-,
6682,1,1,TP,-,
7259,1,1,TP,-,
7259,1,1,TP,-,
3979,1,1,TP,-,
7505,1,1,TP,-,
6014,1,1,TP,-,
7708,1,1,TP,-,
7295,1,1,TP,-,
6638,1,1,TP,-,
7536,1,1,TP,-,
7857,0,0,TP,-,
4914,1,0,FP,FN,
6934,1,1,TP,-,
7664,1,0,FP,FN,
2112,1,0,FP,FN,
6014,1,1,TP,-,
7503,1,1,TP,-,
5412,1,1,TP,-,
6206,1,1,TP,-,
5679,1,0,FP,FN,
3827,1,1,TP,-,
7633,1,1,TP,-,
7269,1,1,TP,-,
4958,1,1,TP,-,
5280,1,1,TP,-,
4385,1,1,TP,-,
3169,1,1,TP,-,
7826,0,0,TP,-,
7170,1,1,TP,-,
5506,0,0,TP,-,
8023,0,1,FP,-,
3221,1,1,TP,-,
7985,0,0,TP,-,
6083,1,1,TP,-,
2522,1,1,TP,-,
4775,1,1,TP,-,
7836,1,0,FP,FN,
4137,1,1,TP,-,
5588,1,1,TP,-,
8146,1,1,TP,-,
6766,1,1,TP,-,
7593,1,1,TP,-,
3827,1,1,TP,-,
5506,0,0,TP,-,
4504,1,1,TP,-,
1123,1,1,TP,-,
6280,1,0,FP,FN,
5181,1,1,TP,-,
2522,1,1,TP,-,
849,1,1,TP,-,
5447,1,1,TP,-,
4137,1,1,TP,-,
7971,0,0,TP,-,
849,1,1,TP,-,
7799,1,0,FP,FN,
7845,1,1,TP,-,
5549,1,1,TP,-,
7640,0,0,TP,-,
366,1,1,TP,-,
7973,1,1,TP,-,
7977,1,1,TP,-,
5280,1,1,TP,-,
7397,0,0,TP,-,
7892,1,0,FP,FN,
6690,1,1,TP,-,
8099,0,0,TP,-,
4504,1,0,FP,FN,
7430,1,0,FP,FN,
7618,1,1,TP,-,
7902,1,0,FP,FN,
6685,1,1,TP,-,
7395,1,1,TP,-,
7879,0,0,TP,-,
7995,1,0,FP,FN,
6205,1,1,TP,-,
8027,1,0,FP,FN,
8020,0,1,FP,-,
7845,1,1,TP,-,
7708,1,1,TP,-,
7678,0,0,TP,-,
6765,1,1,TP,-,
3321,1,1,TP,-,
8091,1,1,TP,-,
7614,1,1,TP,-,
7942,1,1,TP,-,
7012,1,0,FP,FN,
8018,1,0,FP,FN,
7503,1,1,TP,-,
4958,1,1,TP,-,
8016,1,0,FP,FN,
3525,1,1,TP,-,
6203,0,1,FP,-,
7848,1,1,TP,-,
7734,1,0,FP,FN,
5447,1,1,TP,-,
4314,1,1,TP,-,
7962,0,0,TP,-,
5761,0,0,TP,-,
8052,1,1,TP,-,
7269,1,1,TP,-,
5618,1,1,TP,-,
6565,1,1,TP,-,
3221,1,1,TP,-,
6006,1,1,TP,-,
6205,1,1,TP,-,
6685,1,1,TP,-,
7012,1,0,FP,FN,
7226,1,1,TP,-,
7643,0,0,TP,-,
7786,0,0,TP,-,
7604,0,1,FP,-,
7839,1,0,FP,FN,
6582,1,0,FP,FN,
5232,1,1,TP,-,
6206,1,1,TP,-,
5933,1,1,TP,-,
7750,1,1,TP,-,
4008,1,0,FP,FN,
7641,0,0,TP,-,
7573,0,0,TP,-,
7610,0,0,TP,-,
4504,1,0,FP,FN,
5737,1,0,FP,FN,
442,1,1,TP,-,
8019,0,1,FP,-,
6321,1,1,TP,-,
7895,0,0,TP,-,
7614,1,1,TP,-,
6821,1,0,FP,FN,
214,1,1,TP,-,
7804,1,1,TP,-,
7057,1,1,TP,-,
4775,1,1,TP,-,
7823,1,0,FP,FN,
6028,1,1,TP,-,
6461,1,1,TP,-,
8019,0,1,FP,-,
7849,1,1,TP,-,
6504,1,1,TP,-,
7775,1,0,FP,FN,
8071,0,1,FP,-,
7298,1,1,TP,-,
7312,1,1,TP,-,
7879,0,0,TP,-,
3780,1,1,TP,-,
4137,1,1,TP,-,
3780,1,1,TP,-,
7845,1,1,TP,-,
6461,1,1,TP,-,
7542,1,1,TP,-,
6682,1,1,TP,-,
5396,1,1,TP,-,
3321,1,1,TP,-,
8112,1,1,TP,-,
2112,0,0,TP,-,
7259,1,1,TP,-,
3890,1,1,TP,-,
5745,0,0,TP,-,
3321,1,1,TP,-,
5644,1,1,TP,-,
6766,1,1,TP,-,
7890,1,1,TP,-,
7632,1,1,TP,-,
6504,1,1,TP,-,
6839,1,1,TP,-,
7485,1,0,FP,FN,
6839,1,1,TP,-,
7212,0,0,TP,-,
7647,1,0,FP,FN,
7170,1,1,TP,-,
5181,1,1,TP,-,
7555,1,0,FP,FN,
449,1,1,TP,-,
6203,0,1,FP,-,
5644,1,1,TP,-,
7259,1,1,TP,-,
4958,1,1,TP,-,
5201,1,1,TP,-,
4746,0,0,TP,-,
7673,1,0,FP,FN,
7719,1,0,FP,FN,
5027,1,1,TP,-,
7906,1,0,FP,FN,
7536,1,1,TP,-,
7717,1,0,FP,FN,
6978,1,1,TP,-,
7737,1,1,TP,-,
6567,0,0,TP,-,
7061,1,1,TP,-,
5000,1,1,TP,-,
4514,1,1,TP,-,
7943,1,1,TP,-,
6565,1,1,TP,-,
7977,1,1,TP,-,
7984,1,1,TP,-,
7609,0,0,TP,-,
5139,1,1,TP,-,
5181,1,1,TP,-,
3169,1,1,TP,-,
6690,1,1,TP,-,
366,1,1,TP,-,
6765,1,1,TP,-,
6565,1,1,TP,-,
6334,1,0,FP,FN,
7655,1,0,FP,FN,
854,1,1,TP,-,
7848,0,1,FP,-,
3890,1,1,TP,-,
7845,1,1,TP,-,
5027,1,1,TP,-,
7865,0,0,TP,-,
7873,1,1,TP,-,
6958,1,0,FP,FN,
7633,1,1,TP,-,
6028,1,1,TP,-,
3979,1,1,TP,-,
6682,1,1,TP,-,
3318,1,1,TP,-,
2897,1,1,TP,-,
7428,1,1,TP,-,
6766,1,1,TP,-,
6885,0,1,FP,-,
7407,1,1,TP,-,
442,1,1,TP,-,
7884,1,0,FP,FN,
7392,1,0,FP,FN,
5396,1,1,TP,-,
7765,0,0,TP,-,
7779,1,1,TP,-,
6028,1,1,TP,-,
7996,1,1,TP,-,
7378,1,0,FP,FN,
1424,1,1,TP,-,
5671,1,0,FP,FN,
6014,1,1,TP,-,
3676,1,1,TP,-,
881,1,0,FP,FN,
7430,1,0,FP,FN,
7814,1,1,TP,-,
4385,1,1,TP,-,
7847,0,0,TP,-,
7428,1,1,TP,-,
7376,0,0,TP,-,
7824,0,0,TP,-,
6006,1,1,TP,-,
8079,0,0,TP,-,
5671,1,0,FP,FN,
1424,1,1,TP,-,
7614,1,1,TP,-,
849,1,1,TP,-,
6028,1,1,TP,-,
8043,0,0,TP,-,
5232,1,1,TP,-,
7935,0,0,TP,-,
8063,1,1,TP,-,
3979,1,1,TP,-,
5558,1,1,TP,-,
7647,1,0,FP,FN,
7719,1,1,TP,-,
7245,0,0,TP,-,
7643,0,0,TP,-,
4366,1,0,FP,FN,
7664,1,1,TP,-,
7913,1,0,FP,FN,
8060,0,0,TP,-,
7753,1,0,FP,FN,
7989,1,1,TP,-,
7804,1,1,TP,-,
7973,1,1,TP,-,
7973,1,1,TP,-,
4366,1,1,TP,-,
7269,1,1,TP,-,
6205,1,1,TP,-,
7719,1,0,FP,FN,
6766,1,1,TP,-,
1419,1,1,TP,-,
7805,1,1,TP,-,
3326,1,1,TP,-,
7708,1,1,TP,-,
7421,1,1,TP,-,
6821,1,1,TP,-,
6542,1,0,FP,FN,
6638,0,1,FP,-,
5000,1,1,TP,-,
3221,1,1,TP,-,
7530,1,1,TP,-,
6682,1,1,TP,-,
3827,1,1,TP,-,
7190,0,0,TP,-,
5232,1,1,TP,-,
7873,1,1,TP,-,
7995,0,0,TP,-,
6766,1,1,TP,-,
8132,0,1,FP,-,
6360,1,1,TP,-,
4746,1,1,TP,-,
6918,1,0,FP,FN,
2451,0,0,TP,-,
849,1,1,TP,-,
5280,1,1,TP,-,
7765,0,0,TP,-,
7376,0,0,TP,-,
7975,0,0,TP,-,
7567,1,0,FP,FN,
7846,1,1,TP,-,
6461,1,1,TP,-,
5965,1,1,TP,-,
7530,1,1,TP,-,
1419,1,1,TP,-,
5677,1,1,TP,-,
7558,1,1,TP,-,
7806,0,0,TP,-,
7990,0,0,TP,-,
7679,1,0,FP,FN,
6565,1,1,TP,-,
5232,1,1,TP,-,
6014,1,1,TP,-,
6685,1,1,TP,-,
3652,1,0,FP,FN,
7791,1,0,FP,FN,
7430,1,1,TP,-,
7259,1,1,TP,-,
6567,0,0,TP,-,
2897,1,1,TP,-,
6360,1,1,TP,-,
7698,0,0,TP,-,
7708,1,1,TP,-,
5447,1,1,TP,-,
6028,1,1,TP,-,
7619,1,0,FP,FN,
6203,1,1,TP,-,
7530,1,1,TP,-,
7847,0,0,TP,-,
442,1,1,TP,-,
6832,1,1,TP,-,
5506,0,0,TP,-,
7818,1,1,TP,-,
5588,1,1,TP,-,
7743,0,0,TP,-,
4458,1,0,FP,FN,
7330,1,1,TP,-,
7542,1,1,TP,-,
8033,1,0,FP,FN,
366,1,1,TP,-,
4958,1,1,TP,-,
7226,1,1,TP,-,
3221,1,1,TP,-,
3780,1,1,TP,-,
7595,0,0,TP,-,
7812,0,0,TP,-,
6061,1,0,FP,FN,
6565,1,1,TP,-,
7655,1,1,TP,-,
7685,1,1,TP,-,
7800,1,1,TP,-,
7896,1,1,TP,-,
7331,1,0,FP,FN,
4514,1,1,TP,-,
7259,1,1,TP,-,
7860,1,0,FP,FN,
7276,1,0,FP,FN,
7658,0,0,TP,-,
7783,0,1,FP,-,
6203,1,1,TP,-,
4514,1,1,TP,-,
7882,0,0,TP,-,
5027,1,1,TP,-,
7604,1,1,TP,-,
8123,0,1,FP,-,
2451,0,0,TP,-,
4514,1,1,TP,-,
7667,0,0,TP,-,
3780,1,1,TP,-,
5549,1,1,TP,-,
5447,1,1,TP,-,
7298,1,1,TP,-,
7080,1,1,TP,-,
7773,1,1,TP,-,
7617,1,0,FP,FN,
7694,1,1,TP,-,
7061,1,1,TP,-,
4746,0,0,TP,-,
7882,0,0,TP,-,
7965,1,0,FP,FN,
8079,0,0,TP,-,
7766,1,1,TP,-,
4832,1,1,TP,-,
7779,1,1,TP,-,
4137,1,1,TP,-,
4746,0,0,TP,-,
5549,1,1,TP,-,
6006,1,1,TP,-,
7758,0,1,FP,-,
8034,0,0,TP,-,
3652,1,0,FP,FN,
5506,0,0,TP,-,
7815,1,1,TP,-,
7773,1,1,TP,-,
7395,1,1,TP,-,
7811,1,1,TP,-,
8065,0,0,TP,-,
8056,1,1,TP,-,
3894,0,0,TP,-,
3979,1,1,TP,-,
5558,1,1,TP,-,
6682,1,1,TP,-,
7243,0,0,TP,-,
7878,0,0,TP,-,
4385,1,1,TP,-,
7757,0,0,TP,-,
6690,1,1,TP,-,
7519,0,0,TP,-,
7673,1,0,FP,FN,
7995,1,0,FP,FN,
6832,1,0,FP,FN,
4514,1,1,TP,-,
7632,1,1,TP,-,
7821,0,0,TP,-,
7849,1,1,TP,-,
7519,0,0,TP,-,
6567,1,0,FP,FN,
6832,1,1,TP,-,
8153,1,1,TP,-,
1419,1,1,TP,-,
8071,1,1,TP,-,
7694,1,1,TP,-,
7715,1,1,TP,-,
3652,1,1,TP,-,
7212,1,0,FP,FN,
6978,1,1,TP,-,
6014,1,1,TP,-,
4832,1,1,TP,-,
7430,1,0,FP,FN,
6832,1,1,TP,-,
4314,1,1,TP,-,
1419,1,1,TP,-,
6083,1,1,TP,-,
5232,1,1,TP,-,
7699,1,1,TP,-,
7753,1,1,TP,-,
6638,1,1,TP,-,
6504,1,1,TP,-,
7378,1,0,FP,FN,
6083,1,1,TP,-,
7170,1,1,TP,-,
7633,1,1,TP,-,
5280,1,1,TP,-,
5902,0,0,TP,-,
6934,1,1,TP,-,
7421,1,1,TP,-,
7600,0,0,TP,-,
3525,1,1,TP,-,
7545,1,1,TP,-,
4504,1,0,FP,FN,
7824,0,0,TP,-,
5232,1,1,TP,-,
7593,1,1,TP,-,
1269,1,1,TP,-,
7943,1,1,TP,-,
1123,1,1,TP,-,
5745,1,0,FP,FN,
5965,1,1,TP,-,
7190,0,0,TP,-,
7920,0,0,TP,-,
7973,1,1,TP,-,
7655,1,1,TP,-,
7984,1,1,TP,-,
3326,1,1,TP,-,
8071,1,1,TP,-,
7937,0,0,TP,-,
7137,1,1,TP,-,
2522,1,1,TP,-,
5761,0,0,TP,-,
7663,1,1,TP,-,
7137,1,1,TP,-,
5429,1,1,TP,-,
7737,1,1,TP,-,
5905,1,0,FP,FN,
5447,1,1,TP,-,
7821,0,1,FP,-,
7588,1,1,TP,-,
6504,1,1,TP,-,
7856,1,0,FP,FN,
7005,0,0,TP,-,
6582,1,0,FP,FN,
7616,0,0,TP,-,
7376,0,0,TP,-,
7618,1,1,TP,-,
7815,1,1,TP,-,
7618,1,1,TP,-,
8073,1,0,FP,FN,
5933,1,1,TP,-,
7963,1,1,TP,-,
3525,1,1,TP,-,
7588,1,1,TP,-,
5965,1,1,TP,-,
5000,1,1,TP,-,
6685,1,1,TP,-,
6685,1,1,TP,-,
8012,1,1,TP,-,
7458,0,0,TP,-,
7057,1,0,FP,FN,
6934,1,1,TP,-,
1419,1,1,TP,-,
7528,1,1,TP,-,
3960,1,0,FP,FN,
7740,1,1,TP,-,
3326,1,1,TP,-,
7846,1,1,TP,-,
7061,1,0,FP,FN,
7821,0,0,TP,-,
7259,1,1,TP,-,
7505,1,1,TP,-,
5280,1,1,TP,-,
7245,0,0,TP,-,
5201,1,1,TP,-,
6083,1,1,TP,-,
7080,1,1,TP,-,
7834,1,1,TP,-,
6690,1,1,TP,-,
8101,1,1,TP,-,
6582,1,1,TP,-,
6321,1,1,TP,-,
4514,1,1,TP,-,
2897,1,1,TP,-,
5677,1,1,TP,-,
5761,0,0,TP,-,
7604,1,1,TP,-,
7485,1,0,FP,FN,
7664,1,0,FP,FN,
7991,0,1,FP,-,
7818,1,1,TP,-,
6985,0,0,TP,-,
7756,1,0,FP,FN,
7907,1,1,TP,-,
7664,1,0,FP,FN,
1123,1,1,TP,-,
5933,1,1,TP,-,
7703,0,0,TP,-,
7080,1,1,TP,-,
7719,1,0,FP,FN,
7823,1,0,FP,FN,
7994,1,1,TP,-,
7057,1,1,TP,-,
3169,1,1,TP,-,
7664,1,0,FP,FN,
5280,1,1,TP,-,
6006,1,1,TP,-,
7686,1,0,FP,FN,
2112,1,0,FP,FN,
4008,1,0,FP,FN,
7584,0,0,TP,-,
7959,1,0,FP,FN,
7331,1,1,TP,-,
7312,1,1,TP,-,
7855,1,0,FP,FN,
8012,0,1,FP,-,
5232,1,1,TP,-,
6379,0,0,TP,-,
7619,1,0,FP,FN,
8068,1,1,TP,-,
7694,1,1,TP,-,
7704,1,0,FP,FN,
7061,1,1,TP,-,
849,1,1,TP,-,
4287,0,0,TP,-,
7902,1,0,FP,FN,
7813,0,1,FP,-,
7927,1,0,FP,FN,
5412,1,1,TP,-,
7866,0,0,TP,-,
8054,0,1,FP,-,
6690,1,1,TP,-,
3321,1,1,TP,-,
5588,1,1,TP,-,
7836,1,0,FP,FN,
7704,1,0,FP,FN,
7392,1,0,FP,FN,
3979,1,1,TP,-,
7608,1,0,FP,FN,
7652,0,0,TP,-,
6638,1,1,TP,-,
1123,1,1,TP,-,
214,1,1,TP,-,
7516,1,0,FP,FN,
4746,1,0,FP,FN,
4647,0,0,TP,-,
8036,1,1,TP,-,
3169,1,1,TP,-,
7503,1,0,FP,FN,
7137,1,1,TP,-,
7779,1,1,TP,-,
4287,1,0,FP,FN,
3221,1,1,TP,-,
7823,1,0,FP,FN,
6205,1,1,TP,-,
6690,1,1,TP,-,
7995,0,0,TP,-,
7057,1,1,TP,-,
5933,1,1,TP,-,
7726,0,0,TP,-,
3525,1,1,TP,-,
5549,1,1,TP,-,
6877,1,0,FP,FN,
7753,1,0,FP,FN,
7558,1,1,TP,-,
5396,1,1,TP,-,
7907,1,1,TP,-,
7614,1,1,TP,-,
7896,1,1,TP,-,
7080,1,1,TP,-,
7430,1,1,TP,-,
5280,1,1,TP,-,
7742,1,0,FP,FN,
7400,0,0,TP,-,
7717,1,0,FP,FN,
8068,1,1,TP,-,
7923,1,0,FP,FN,
6461,1,1,TP,-,
7800,1,1,TP,-,
7730,0,0,TP,-,
449,1,1,TP,-,
7873,1,1,TP,-,
4832,1,1,TP,-,
7330,1,1,TP,-,
6461,1,1,TP,-,
4458,1,0,FP,FN,
7845,1,1,TP,-,
5000,1,1,TP,-,
7824,0,1,FP,-,
5646,1,1,TP,-,
7818,1,1,TP,-,
7528,1,1,TP,-,
7706,1,1,TP,-,
7619,1,0,FP,FN,
6690,1,1,TP,-,
8069,1,1,TP,-,
7779,1,1,TP,-,
1424,1,1,TP,-,
7699,1,1,TP,-,
