id_trabajador,depto,TiempoViaje,Distancia,GMU2010,IMU2010,pobtot_10,nDelitos,tDelitos
7979,74,9.862,21.1,Muy bajo,-1.372391192,1692,20,11.82033097
3160,74,11.688,23.4,Muy bajo,-1.236373002,4664,57,12.2212693
5636,74,12.167,31.33333333,Medio,-0.522717536,1989,58,29.1603821
7577,74,4.49,15.33333333,Muy bajo,-1.189419727,1502,17,11.31824234
7966,74,15.344,43.38333333,Muy bajo,-1.094890677,2875,21,7.304347826
8058,74,10.256,23,Bajo,-0.921767698,2634,45,17.08428246
4775,74,12.979,28.26666667,Bajo,-0.643511185,4487,33,7.354579897
7849,74,29.897,74.03333333,Medio,-0.272196044,1320,5,3.787878788
7857,74,14.622,30.68333333,NA,NA,NA,100,NA
7584,74,24.408,62.3,Medio,-0.210790973,2350,30,12.76595745
7865,75,15.372,31.28333333,Medio,-0.5553239,6450,61,9.457364341
7536,75,5.489,16.18333333,Medio,-0.348484914,3894,45,11.55624037
6014,75,11.834,30.25,Bajo,-0.640312377,3542,22,6.211180124
6839,75,20.996,46.11666667,Bajo,-0.94734925,3284,33,10.04872107
6978,76,9.123,17.25,Medio,-0.378000565,2082,0,0
6321,76,11.491,21.63333333,NA,NA,NA,0,NA
8146,76,5.238,10.11666667,Medio,-0.187568093,2798,0,0
5396,76,29.754,39.4,Alto,0.298829287,3037,0,0
6349,76,7.109,13.93333333,Alto,0.669084362,2394,0,0
7901,76,21.996,22,Medio,-0.238416174,4050,0,0
7269,76,10.01,16.53333333,Alto,0.177450321,7574,0,0
7900,76,12.141,14.7,Medio,-0.300717996,4495,0,0
7245,76,7.3,18.56666667,Alto,0.815214521,4969,0,0
7873,76,10.595,21.35,Bajo,-0.891007142,2532,0,0
7844,76,5.877,11.9,Alto,0.090661486,5757,0,0
7887,76,2.385,6.15,Bajo,-0.743247184,3001,0,0
7285,76,11.768,24.4,Bajo,-0.928962406,5971,0,0
5139,76,8.76,21.71666667,Alto,0.616741977,7217,0,0
7685,76,9.926,22.38333333,Alto,0.840286156,3254,0,0
7907,76,13.969,27.81666667,Muy alto,2.034141644,2030,0,0
3169,76,12.123,23.25,Medio,-0.366009927,5390,0,0
6504,76,11.491,21.63333333,NA,NA,NA,0,NA
7885,76,5.154,13.91666667,Alto,0.850314647,4100,0,0
8031,76,6.285,18.08333333,Alto,0.774233037,3940,0,0
8103,79,4.679,12.9,Medio,-0.504048611,5726,0,0
7531,79,7.234,15.05,Medio,0.033488354,5123,0,0
8150,79,8.648,21.05,Alto,0.927049705,4349,0,0
7608,79,6.002,15.61666667,Alto,0.603855143,6209,0,0
8089,79,8.585,16.86666667,Medio,-0.148109343,6942,0,0
8043,79,4.219,13.35,Medio,-0.01397584,10591,0,0
8169,79,4.758,15.25,Alto,0.26269968,7016,0,0
8163,79,6.199,18.73333333,Alto,0.297308751,9333,0,0
7925,79,2.482,7.816666667,Medio,-0.090908055,5152,0,0
8042,79,6.994,17.75,Muy bajo,-1.27405292,1477,8,5.416384563
7612,79,2.482,7.816666667,Medio,-0.090908055,5152,0,0
7588,79,6.002,15.61666667,Alto,0.603855143,6209,0,0
7551,79,8.438,19.51666667,Muy alto,1.352574696,2430,0,0
7576,79,6.225,20.51666667,Alto,0.551433575,4990,0,0
7801,79,6.225,20.51666667,Alto,0.551433575,4990,0,0
7796,80,5.658,14.23333333,Bajo,-0.774039766,950,6,6.315789474
7190,80,9.788,16.5,Muy bajo,-1.051104503,2310,0,0
7833,80,6.619,19.76666667,Bajo,-0.677196265,6888,85,12.34030197
7601,80,11.226,38.4,Alto,0.573430985,3503,28,7.99314873
4458,80,26.473,42.85,Muy bajo,-1.209615732,4126,0,0
6831,80,4.08,10.6,Alto,0.529193104,5215,23,4.410354746
7637,80,9.08,23.38333333,Bajo,-0.90055069,2305,24,10.41214751
3676,80,16.984,34.2,Medio,-0.085765739,6055,0,0
7540,80,6.219,10.06666667,Muy bajo,-1.051104503,2310,0,0
6600,80,8.079,27.76666667,Bajo,-0.730065772,3638,46,12.64431006
6690,80,7.965,27.76666667,Bajo,-0.94734925,3284,33,10.04872107
7786,80,6.96,22.31666667,Bajo,-0.894767756,4042,63,15.58634339
7748,80,7.725,25.73333333,Medio,-0.421567378,4752,31,6.523569024
6505,80,14.165,21.51666667,Medio,-0.487103215,4485,69,15.38461538
7765,80,9.788,16.5,Muy bajo,-1.051104503,2310,0,0
7852,80,5.508,17.88333333,Medio,-0.368591672,5306,0,0
7747,80,5.943,18.35,Muy bajo,-0.994726003,4016,16,3.984063745
7974,80,16.957,31.58333333,Muy bajo,-1.275735704,1848,61,33.00865801
7683,80,16.64,28.23333333,Bajo,-0.658305595,5734,68,11.85908615
5558,80,16.984,34.2,Medio,-0.085765739,6055,0,0
7221,80,19.914,41.1,Alto,0.168775942,5864,0,0
7677,80,11.569,30.58333333,Muy bajo,-1.137351999,4065,102,25.09225092
7817,80,32.534,51.21666667,Alto,0.859760143,14302,0,0
7819,80,17.678,39.01666667,Alto,0.588420715,7042,0,0
7137,81,15.173,24.81666667,Alto,0.357540102,6536,0,0
881,81,2.564,12.5,Bajo,-0.665056013,4438,49,11.04100946
3318,81,41.195,53.88333333,Bajo,-0.822697157,1241,0,0
8003,81,17.145,30.78333333,Alto,0.109486937,4891,0,0
7582,81,11.427,30.8,Medio,-0.539218696,4629,0,0
2897,81,20.168,35.95,Bajo,-0.658305595,5734,68,11.85908615
7999,81,13.625,31.65,Bajo,-0.63715994,2790,36,12.90322581
3652,81,15.372,26.06666667,Bajo,-0.741870809,1212,0,0
7776,81,15.968,34.23333333,Bajo,-0.711747463,2711,30,11.0660273
8136,81,12.036,38.85,Medio,-0.215983891,3574,34,9.513150532
7944,81,5.731,18.05,Muy bajo,-1.01681248,2466,25,10.1378751
7882,81,9.748,17.78333333,Muy bajo,-1.051104503,2310,0,0
7518,81,21.354,38.41666667,Alto,0.073242529,11560,0,0
8053,81,8.578,25.93333333,Medio,-0.600096571,1721,25,14.52643812
7057,81,10.526,27.98333333,Medio,-0.290766334,6579,0,0
8120,81,3.837,14.26666667,Bajo,-0.91798403,1814,6,3.307607497
8113,81,5.872,19.51666667,Bajo,-0.741458572,4103,64,15.59834268
8046,81,20.168,35.95,Bajo,-0.658305595,5734,68,11.85908615
7742,81,15.778,34.78333333,Bajo,-0.669338342,4227,32,7.570380885
8166,81,10.318,31.78333333,Medio,-0.393892984,1270,35,27.55905512
8017,81,4.121,14.93333333,Muy bajo,-1.01981691,2260,38,16.81415929
7730,81,4.257,14.48333333,Bajo,-0.684522674,7028,74,10.52931133
7976,81,10.135,24.45,Muy bajo,-1.180929007,3951,122,30.87825867
4746,81,63.19,69.03333333,NA,NA,NA,0,NA
6542,81,13.554,41.95,Medio,-0.29056344,5161,42,8.13795776
8162,81,8.736,25.78333333,Muy bajo,-1.171751646,3081,31,10.06166829
7989,81,3.837,14.26666667,Bajo,-0.91798403,1814,6,3.307607497
7973,81,15.799,26.33333333,Medio,-0.366200797,4211,37,8.786511517
8105,81,8.558,26.56666667,Medio,-0.383462188,7381,0,0
7204,81,16.317,35.56666667,Medio,-0.579636951,4399,38,8.638326892
8137,81,14.688,24.86666667,Bajo,-0.882658273,1749,0,0
8129,81,2.564,12.5,Bajo,-0.665056013,4438,49,11.04100946
8054,81,3.837,14.26666667,Bajo,-0.91798403,1814,6,3.307607497
7580,81,9.748,17.78333333,Muy bajo,-1.051104503,2310,0,0
7764,81,15.372,26.06666667,Bajo,-0.741870809,1212,0,0
4385,81,16.323,44.28333333,Alto,0.314043979,3588,0,0
8076,81,20.168,35.95,Bajo,-0.658305595,5734,68,11.85908615
8098,81,9.346,23.51666667,Muy bajo,-1.015782277,6437,0,0
8028,81,4.407,17.11666667,Bajo,-0.659844412,10265,104,10.13151486
7681,81,11.534,34.86666667,Muy bajo,-1.112425792,2922,55,18.82272416
7972,81,8.578,25.93333333,Medio,-0.600096571,1721,25,14.52643812
7688,81,9.748,17.78333333,Muy bajo,-1.051104503,2310,0,0
8114,81,5.425,17.11666667,Medio,-0.302646161,804,177,220.1492537
7594,81,4.407,17.11666667,Bajo,-0.659844412,10265,104,10.13151486
7984,81,17.412,30.26666667,Medio,-0.447975992,4312,58,13.45083488
7679,81,19.716,38.31666667,Medio,-0.49658407,4710,27,5.732484076
6877,81,15.169,33.21666667,Medio,-0.46597399,3128,11,3.516624041
7412,81,6.767,17.15,Medio,-0.000460833,5074,21,4.138746551
7814,81,15.696,39.13333333,Muy bajo,-0.996838508,3714,0,0
7714,81,5.738,16.35,Bajo,-0.677196265,6888,85,12.34030197
7813,81,9.748,17.78333333,Muy bajo,-1.051104503,2310,0,0
7648,81,9.748,17.78333333,Muy bajo,-1.051104503,2310,0,0
5280,81,17.694,29.23333333,Medio,-0.487103215,4485,69,15.38461538
7711,81,7.501,22.26666667,Alto,0.369250279,401,93,231.9201995
7259,81,2.564,12.5,Bajo,-0.665056013,4438,49,11.04100946
7600,81,36.915,48.3,Alto,0.300915011,3687,0,0
6006,81,21.265,37.73333333,Alto,0.063368427,4747,0,0
7920,81,9.748,17.78333333,Muy bajo,-1.051104503,2310,0,0
7927,81,10.951,31.38333333,Muy bajo,-1.067053405,4564,49,10.73619632
7964,81,14.688,24.86666667,Bajo,-0.882658273,1749,0,0
7664,81,6.081,18.46666667,Bajo,-0.794508471,4901,41,8.365639665
7786,81,6.055,19.91666667,Bajo,-0.894767756,4042,63,15.58634339
8165,81,15.372,26.06666667,Bajo,-0.741870809,1212,0,0
5168,81,34.001,40.13333333,Medio,0.036829572,4464,0,0
7847,81,35.249,47.05,NA,NA,NA,0,NA
8029,81,3.305,12.46666667,Muy bajo,-0.97478415,5005,88,17.58241758
7650,81,9.329,29.01666667,Medio,-0.263492611,4370,21,4.805491991
8084,81,11.5,33.66666667,Alto,0.075744027,3015,0,0
7657,81,5.145,14.96666667,Muy bajo,-1.117529953,3160,66,20.88607595
7076,81,4.407,17.11666667,Bajo,-0.659844412,10265,104,10.13151486
8063,81,16.901,30.86666667,Medio,-0.397692876,6393,51,7.977475364
8072,82,5.583,11.53333333,Medio,0.041472854,2183,0,0
7672,82,16.888,36.41666667,Alto,1.030427521,3358,0,0
5746,82,12.597,24.41666667,Medio,-0.310672705,1261,0,0
7505,82,11.188,24.28333333,Alto,0.172689659,5642,0,0
7892,82,5.583,11.53333333,Medio,0.041472854,2183,0,0
8097,82,5.307,15.06666667,Medio,0.003863291,3852,0,0
5558,82,6.115,16.78333333,Medio,-0.085765739,6055,0,0
8144,82,5.202,11.88333333,Medio,-0.296490518,3630,0,0
5201,82,12.158,22.33333333,Medio,-0.478381438,1266,0,0
7995,82,5.854,15.26666667,Medio,-0.003174284,6302,0,0
7705,82,4.74,10.96666667,Bajo,-0.764763636,284,0,0
7595,82,0.392,0.85,Medio,-0.601216023,3122,0,0
7338,82,19.039,39.5,Medio,-0.262822065,9854,0,0
7457,82,8.833,21.41666667,Medio,-0.231803787,4163,0,0
7680,82,6.868,14.75,Medio,-0.368876418,3634,0,0
5027,82,26.874,45.88333333,Alto,0.448395639,6105,0,0
4366,82,3.821,10.63333333,Muy bajo,-1.203307417,3272,0,0
7661,82,21.614,46.81666667,Bajo,-0.779367099,3581,0,0
7226,82,17.066,30.21666667,Medio,-0.176425777,4311,0,0
8109,82,5.331,12.48333333,Medio,-0.539218696,4629,0,0
7272,82,4.74,10.96666667,Bajo,-0.764763636,284,0,0
7522,82,4.463,9.05,Medio,-0.171947102,1014,0,0
5618,83,24.181,44.6,Bajo,-0.752547307,2558,0,0
7623,83,13.898,22.85,Medio,-0.504048611,5726,0,0
8068,83,16.654,27.3,Medio,-0.310672705,1261,0,0
5232,83,12.603,31.41666667,Muy bajo,-1.112425792,2922,55,18.82272416
7818,83,14.929,31.21666667,Medio,-0.149262128,6073,0,0
8009,83,13.151,22.96666667,Muy bajo,-1.051104503,2310,0,0
3321,83,11.734,21.6,Alto,0.316388984,3962,0,0
5447,83,24.951,35.05,Bajo,-0.908064849,2812,0,0
6459,83,0.803,2.516666667,Bajo,-0.764763636,284,0,0
6356,83,6.049,19.65,Medio,-0.290766334,6579,0,0
7753,83,6.049,19.65,Medio,-0.290766334,6579,0,0
7930,83,23.502,30.48333333,Medio,-0.176425777,4311,0,0
7785,83,16.899,30.13333333,Alto,0.325499051,3641,0,0
6213,83,0.803,2.516666667,Bajo,-0.764763636,284,0,0
7517,83,3.351,10.55,Bajo,-0.829198369,6022,0,0
8035,83,5.146,12.21666667,Medio,-0.311719176,2513,0,0
7573,83,4.231,14.35,Medio,-0.539218696,4629,0,0
7975,83,41.486,44.6,Alto,0.083432292,2243,0,0
7931,83,12.383,29.36666667,Alto,0.168775942,5864,0,0
624,83,13.809,25.35,Muy bajo,-1.130006545,812,21,25.86206897
7674,83,21.641,43.43333333,Bajo,-0.782702953,2586,0,0
849,83,12.94,22.95,Muy bajo,-1.520128566,411,23,55.96107056
8037,83,3.648,8.533333333,Medio,-0.601216023,3122,0,0
8135,83,15.245,27.16666667,Alto,0.172689659,5642,0,0
7707,83,3.559,9.916666667,Muy bajo,-1.203307417,3272,0,0
7613,83,14.105,22.18333333,Medio,-0.013612504,6094,0,0
7646,84,23.164,59.85,Alto,0.50998092,5780,0,0
7591,84,12.345,24.35,Medio,-0.354080897,3002,82,27.31512325
7622,84,8.445,21.96666667,Medio,-0.385468287,3189,76,23.83192223
7641,84,20.737,51.98333333,Medio,-0.264079931,9472,0,0
7820,85,3.29,8.85,NA,NA,NA,0,NA
7918,85,2.637,3.683333333,Bajo,-0.942128708,3830,0,0
7862,85,3.29,8.85,NA,NA,NA,0,NA
6944,85,44.581,41.9,Muy bajo,-1.13221469,4373,55,12.57717814
7903,85,2.37,6.983333333,NA,NA,NA,0,NA
7962,85,4.897,8.883333333,Muy bajo,-1.242853728,2297,0,0
6203,85,2.37,6.983333333,NA,NA,NA,0,NA
7395,85,5.352,11.18333333,NA,NA,NA,0,NA
7430,85,9.964,19.56666667,NA,NA,NA,0,NA
7557,85,2.37,6.983333333,NA,NA,NA,0,NA
7908,85,3.412,8.65,NA,NA,NA,0,NA
7936,85,3.412,8.65,NA,NA,NA,0,NA
5679,85,22.881,35.16666667,NA,NA,NA,0,NA
7810,85,3.013,8.116666667,NA,NA,NA,0,NA
7864,85,5.994,19.55,Muy bajo,-0.964514662,3526,0,0
7628,85,2.37,6.983333333,NA,NA,NA,0,NA
6205,85,10.952,15.25,NA,NA,NA,0,NA
7969,85,5.994,19.55,Muy bajo,-0.964514662,3526,0,0
7627,85,2.37,6.983333333,NA,NA,NA,0,NA
7417,85,2.37,6.983333333,NA,NA,NA,0,NA
7899,85,22.881,35.16666667,NA,NA,NA,0,NA
7916,85,2.37,6.983333333,NA,NA,NA,0,NA
7484,85,2.37,6.983333333,NA,NA,NA,0,NA
7922,85,4.979,11.85,Bajo,-0.943428472,3304,0,0
7905,85,10.952,15.25,NA,NA,NA,0,NA
7503,85,8.507,14.65,NA,NA,NA,0,NA
6915,85,22.881,35.16666667,NA,NA,NA,0,NA
7954,85,9.894,14.15,NA,NA,NA,0,NA
7953,85,7.083,18.73333333,Muy alto,1.433000778,6165,0,0
7485,85,8.507,14.65,NA,NA,NA,0,NA
7528,85,2.37,6.983333333,NA,NA,NA,0,NA
7955,85,14.514,31.71666667,Alto,0.43630014,3220,0,0
7706,85,5.994,19.55,Muy bajo,-0.964514662,3526,0,0
7923,85,41.341,55.45,NA,NA,NA,0,NA
6104,85,8.507,14.65,NA,NA,NA,0,NA
7895,85,5.213,9.733333333,Muy bajo,-1.020743625,1773,0,0
7516,85,22.13,38.71666667,NA,NA,NA,0,NA
7438,85,3.29,8.85,NA,NA,NA,0,NA
5737,85,10.952,15.25,NA,NA,NA,0,NA
6657,85,10.952,15.25,NA,NA,NA,0,NA
6280,85,3.311,9.55,Bajo,-0.68495642,2968,0,0
7545,85,8.99,17.6,NA,NA,NA,0,NA
7675,85,8.507,14.65,NA,NA,NA,0,NA
7874,85,2.37,6.983333333,NA,NA,NA,0,NA
7860,85,7.083,18.73333333,Muy alto,1.433000778,6165,0,0
7826,85,9.728,14.13333333,NA,NA,NA,0,NA
7442,85,22.13,38.71666667,NA,NA,NA,0,NA
7829,85,5.994,19.55,Muy bajo,-0.964514662,3526,0,0
7830,85,7.504,12.61666667,Medio,-0.266561897,3391,0,0
7859,85,8.507,14.65,NA,NA,NA,0,NA
7686,85,2.37,6.983333333,NA,NA,NA,0,NA
6849,85,8.99,17.6,NA,NA,NA,0,NA
7556,85,10.952,15.25,NA,NA,NA,0,NA
7710,85,2.37,6.983333333,NA,NA,NA,0,NA
7861,85,7.083,18.73333333,Muy alto,1.433000778,6165,0,0
7312,85,2.37,6.983333333,NA,NA,NA,0,NA
7462,85,5.352,11.18333333,NA,NA,NA,0,NA
7496,85,20.344,32.05,Muy alto,1.090905156,4478,0,0
7080,85,10.763,19.95,NA,NA,NA,0,NA
5671,85,10.952,15.25,NA,NA,NA,0,NA
7626,85,22.13,38.71666667,NA,NA,NA,0,NA
7876,85,18.571,30.33333333,NA,NA,NA,0,NA
7773,86,81.299,80.75,NA,NA,NA,0,NA
7774,86,64.982,63.51666667,Muy alto,1.433000778,6165,0,0
6985,86,64.982,63.51666667,Muy alto,1.433000778,6165,0,0
7811,86,61.195,52.53333333,Medio,-0.316170388,2655,0,0
7835,86,49.416,46.65,Alto,0.171905996,3993,0,0
7831,86,54.569,63.93333333,NA,NA,NA,0,NA
7706,86,61.951,59.78333333,Muy bajo,-0.964514662,3526,0,0
7809,86,65.339,61.25,NA,NA,NA,0,NA
7828,86,80.78,79.96666667,NA,NA,NA,0,NA
7971,87,11.92,28.66666667,Muy alto,1.670195599,3093,0,0
7395,87,3.745,6.966666667,NA,NA,NA,0,NA
7773,87,16.869,26.35,NA,NA,NA,0,NA
6203,87,4.856,7.066666667,NA,NA,NA,0,NA
6918,87,15.432,28.33333333,NA,NA,NA,0,NA
7956,87,16.869,26.35,NA,NA,NA,0,NA
7929,87,3.838,8.583333333,NA,NA,NA,0,NA
8158,87,4.745,11.51666667,NA,NA,NA,0,NA
7800,87,7.071,15.33333333,Muy alto,1.433000778,6165,0,0
7737,87,4.94,6.433333333,NA,NA,NA,0,NA
7869,87,4.745,11.51666667,NA,NA,NA,0,NA
7080,87,4.745,11.51666667,NA,NA,NA,0,NA
7867,87,16.119,29.9,NA,NA,NA,0,NA
5677,87,4.94,6.433333333,NA,NA,NA,0,NA
7917,87,4.856,7.066666667,NA,NA,NA,0,NA
7755,87,16.869,26.35,NA,NA,NA,0,NA
7868,87,16.869,26.35,NA,NA,NA,0,NA
6765,87,108.262,123.05,Medio,-0.187568093,2798,0,0
7884,87,16.47,29.71666667,NA,NA,NA,0,NA
7774,87,7.071,15.33333333,Muy alto,1.433000778,6165,0,0
7938,87,8.758,17.6,NA,NA,NA,0,NA
7840,87,4.94,6.433333333,NA,NA,NA,0,NA
7828,87,16.869,26.35,NA,NA,NA,0,NA
5679,87,16.869,26.35,NA,NA,NA,0,NA
8143,87,4.856,7.066666667,NA,NA,NA,0,NA
6205,87,4.94,6.433333333,NA,NA,NA,0,NA
7937,87,2.308,4.616666667,NA,NA,NA,0,NA
7961,87,8.256,18.71666667,Muy bajo,-1.17017348,4283,0,0
7883,87,5.102,8.5,Muy bajo,-1.306287636,3601,0,0
7756,87,16.869,26.35,NA,NA,NA,0,NA
7312,87,4.856,7.066666667,NA,NA,NA,0,NA
7942,88,4.387,10.5,Medio,-0.090908055,5152,0,0
8052,88,6.627,12.15,Muy bajo,-1.084991261,2752,0,0
1424,88,6.741,13.81666667,Bajo,-0.641649392,2669,28,10.49082053
7935,88,5.28,10.53333333,Muy bajo,-1.323344062,1953,11,5.632360471
7939,88,7.876,20.16666667,Alto,0.1297813,10930,0,0
8051,88,8.545,19.85,Alto,0.325499051,3641,0,0
8005,88,6.656,15.6,Medio,-0.580426386,2542,0,0
7982,88,8.69,20.16666667,Alto,0.551433575,4990,0,0
8006,88,7.907,18.28333333,Alto,0.603855143,6209,0,0
8104,88,8.223,23.43333333,NA,NA,NA,0,NA
7551,88,10.344,22.18333333,Muy alto,1.352574696,2430,0,0
7928,88,10.697,24.38333333,Alto,0.927049705,4349,0,0
7977,88,5.75,11.9,Medio,-0.013612504,6094,0,0
7950,88,6.666,12.25,Medio,-0.096554684,7423,0,0
7981,88,7.907,18.28333333,Alto,0.603855143,6209,0,0
